,country,year,gdp_per_capita,water_stress,total_population_with_access_to_safe_drinking_water
20,Kyrgyzstan,2021,1207.2043410423491,50.03894563214191,90.00466394050984
21,Kyrgyzstan,2022,1228.033405463625,50.038935284584205,90.0089193438149
22,Kyrgyzstan,2023,1248.8624698849007,50.03892493702649,90.01317474711993
23,Kyrgyzstan,2024,1269.6915343061767,50.03891458946878,90.01743015042499
24,Kyrgyzstan,2025,1290.5205987274526,50.03890424191107,90.02168555373002
20,Kuwait,2021,26108.824292628284,3932.076390104483,99.0
21,Kuwait,2022,27364.45476121222,4013.652778993383,99.0
22,Kuwait,2023,28620.085229796157,4095.229167882283,99.0
23,Kuwait,2024,29875.715698380092,4176.805556771184,99.0
24,Kuwait,2025,31131.346166964027,4258.381945660083,99.0
20,Kenya,2021,1946.8699268171563,34.12512102781805,63.20013273570041
21,Kenya,2022,2015.1586595395647,34.934275118989135,63.20013959610999
22,Kenya,2023,2083.447392261973,35.743429210160215,63.20014645651957
23,Kenya,2024,2151.7361249843816,36.552583301331296,63.200153316929146
24,Kenya,2025,2220.02485770679,37.361737392502384,63.200160177338724
20,Kazakhstan,2021,9275.374271071507,34.41939262648277,92.90635506034626
21,Kazakhstan,2022,9435.128923513133,35.217006184559494,92.91052610774207
22,Kazakhstan,2023,9594.883575954762,36.014619742636214,92.91469715513789
23,Kazakhstan,2024,9754.638228396389,36.81223330071293,92.9188682025337
24,Kazakhstan,2025,9914.392880838017,37.60984685878965,92.92303924992952
20,Botswana,2021,6753.707213167996,2.319943150985009,96.20012342452158
21,Botswana,2022,6789.643398399427,2.3996170678521875,96.20023005516582
22,Botswana,2023,6825.579583630856,2.479290984719366,96.20033668581004
23,Botswana,2024,6861.515768862287,2.558964901586544,96.20044331645428
24,Botswana,2025,6897.451954093716,2.638638818453723,96.20054994709851
20,Jordan,2021,4292.649544177488,105.57127716354238,96.90001003620517
21,Jordan,2022,4258.484358924162,106.67797059249594,96.90002002222431
22,Jordan,2023,4224.319173670837,107.7846640214495,96.90003000824343
23,Jordan,2024,4190.153988417511,108.89135745040306,96.90003999426256
24,Jordan,2025,4155.988803164186,109.99805087935663,96.9000499802817
20,Liberia,2021,501.63376087130234,0.26431163073035663,75.60228911498523
21,Liberia,2022,512.7378088713024,0.26431166685641605,75.60423404328895
22,Liberia,2023,523.8418568713023,0.26431170298247547,75.60617897159267
23,Liberia,2024,534.9459048713023,0.2643117391085349,75.6081238998964
24,Liberia,2025,546.0499528713024,0.26431177523459437,75.61006882820013
20,Japan,2021,39946.375499257985,35.864581145936455,100.0
21,Japan,2022,39899.938764760795,35.73132540157796,100.0
22,Japan,2023,39853.50203026361,35.59806965721946,100.0
23,Japan,2024,39807.06529576642,35.46481391286097,100.0
24,Japan,2025,39760.62856126923,35.331558168502475,100.0
20,Mongolia,2021,4104.75667720299,3.3917270556843513,64.40423011058367
21,Mongolia,2022,4200.01414314707,3.3884467693392737,64.40746393973326
22,Mongolia,2023,4295.271609091151,3.3851664829941965,64.41069776888286
23,Mongolia,2024,4390.529075035231,3.381886196649119,64.41393159803245
24,Mongolia,2025,4485.786540979311,3.378605910304042,64.41716542718204
20,Mozambique,2021,455.12179295741845,1.7523645578216251,51.09957158245617
21,Mozambique,2022,461.39969395741844,1.7532330700709213,51.099267377200654
22,Mozambique,2023,467.6775949574184,1.7541015823202175,51.098963171945144
23,Mozambique,2024,473.9554959574184,1.754970094569514,51.098658966689634
24,Mozambique,2025,480.2333969574184,1.75583860681881,51.098354761434116
20,Austria,2021,49985.04428889459,9.64347000831594,100.0
21,Austria,2022,51847.12052957987,9.643436699391406,100.0
22,Austria,2023,53709.19677026515,9.643403390466872,100.0
23,Austria,2024,55571.273010950434,9.643370081542336,100.0
24,Austria,2025,57433.34925163571,9.643336772617802,100.0
20,Portugal,2021,22733.124479770864,11.778656196175987,99.99999347053149
21,Portugal,2022,23045.439322689803,11.309766370675987,100.00067152110742
22,Portugal,2023,23357.754165608738,10.840876545175988,100.00134957168336
23,Portugal,2024,23670.069008527676,10.371986719675988,100.00202762225929
24,Portugal,2025,23982.383851446615,9.903096894175988,100.00270567283523
20,Poland,2021,16104.94161183091,29.374220903580085,98.30269756131396
21,Poland,2022,16436.063496804,28.630711038580912,98.30522343186915
22,Poland,2023,16767.185381777086,27.887201173581744,98.30774930242433
23,Poland,2024,17098.307266750176,27.14369130858257,98.3102751729795
24,Poland,2025,17429.429151723263,26.4001814435834,98.31280104353468
20,Philippines,2021,3377.6118391473105,26.41504774201797,91.80183338224751
21,Philippines,2022,3437.8153315392724,26.57905694898317,91.80366676441813
22,Philippines,2023,3498.0188239312342,26.743066155948373,91.80550014658874
23,Philippines,2024,3558.222316323196,26.907075362913574,91.80733352875936
24,Philippines,2025,3618.425808715158,27.071084569878778,91.80916691092999
20,Peru,2021,5447.822185787707,7.364644307263672,86.69344233400291
21,Peru,2022,4728.114327636013,7.546388858381722,86.68816923408437
22,Peru,2023,4008.4064694843187,7.7281334094997725,86.68289613416584
23,Peru,2024,3288.6986113326248,7.909877960617823,86.6776230342473
24,Peru,2025,2568.990753180931,8.091622511735874,86.67234993432878
20,Azerbaijan,2021,4262.854505909627,55.59726219704645,87.00379368795952
21,Azerbaijan,2022,4320.228133127467,55.59726227745809,87.00758737575316
22,Azerbaijan,2023,4377.601760345307,55.59726235786974,87.01138106354679
23,Azerbaijan,2024,4434.975387563148,55.59726243828138,87.01517475134044
24,Azerbaijan,2025,4492.349014780988,55.59726251869303,87.01896843913407
20,Paraguay,2021,4900.204641817039,1.8353963006390508,98.01558718040107
21,Paraguay,2022,4658.176110326592,1.835396755987698,98.03054111098938
22,Paraguay,2023,4416.147578836144,1.835397211336345,98.0454950415777
23,Paraguay,2024,4174.119047345695,1.8353976666849923,98.060448972166
24,Paraguay,2025,3932.0905158552478,1.8353981220336393,98.07540290275432
20,Panama,2021,8863.574722547113,0.30622938303450653,94.69811795733196
21,Panama,2022,5439.886177935553,-0.28861233483165916,94.69648568072796
22,Panama,2023,2016.1976333239927,-0.8834540526978247,94.69485340412398
23,Panama,2024,-1407.4909112875666,-1.4782957705639905,94.69322112751999
24,Panama,2025,-4831.179455899128,-2.0731374884301563,94.69158885091599
20,Ukraine,2021,3661.466924676766,11.5894446794691,96.20133237654971
21,Ukraine,2022,3765.456492676766,10.923123604043646,96.20185117203248
22,Ukraine,2023,3869.446060676766,10.25680252861819,96.20236996751524
23,Ukraine,2024,3973.435628676766,9.590481453192734,96.202888762998
24,Ukraine,2025,4077.425196676766,8.92416037776728,96.20340755848076
20,Palestine,2021,2941.5001251361127,53.18266502717225,58.38865940437256
21,Palestine,2022,2734.346706498677,56.15529575675604,58.3774561688075
22,Palestine,2023,2527.1932878612415,59.12792648633983,58.36625293324243
23,Palestine,2024,2320.0398692238064,62.10055721592363,58.35504969767736
24,Palestine,2025,2112.8864505863708,65.07318794550743,58.343846462112296
20,Zimbabwe,2021,1432.3981951349974,36.439935309950194,76.89999939604914
21,Zimbabwe,2022,1398.9513363127855,37.01236417342853,76.89999881002281
22,Zimbabwe,2023,1365.504477490574,37.58479303690687,76.89999822399649
23,Zimbabwe,2024,1332.057618668362,38.15722190038521,76.89999763797016
24,Zimbabwe,2025,1298.6107598461504,38.72965076386355,76.89999705194384
20,Bahrain,2021,20125.379822977127,132.34117520870868,100.00000167382214
21,Bahrain,2022,20307.239483942172,130.97545389646598,100.00000197106586
22,Bahrain,2023,20489.099144907213,129.60973258422325,100.00000226830956
23,Bahrain,2024,20670.958805872255,128.24401127198055,100.00000256555326
24,Bahrain,2025,20852.8184668373,126.87828995973784,100.00000286279698
20,Pakistan,2021,1202.6017995485402,116.1036107312419,91.40053162048775
21,Pakistan,2022,1237.9871025485402,116.8862314283761,91.40106310828432
22,Pakistan,2023,1273.3724055485402,117.66885212551031,91.40159459608087
23,Pakistan,2024,1308.7577085485402,118.4514728226445,91.40212608387743
24,Pakistan,2025,1344.1430115485402,119.23409351977871,91.402657571674
20,Morocco,2021,3190.376273669965,50.75166187446262,85.39993628283727
21,Morocco,2022,3271.2782644150384,50.752212791670225,85.3998742249133
22,Morocco,2023,3352.1802551601113,50.75276370887783,85.39981216698935
23,Morocco,2024,3433.0822459051847,50.75331462608543,85.3997501090654
24,Morocco,2025,3513.9842366502576,50.75386554329303,85.39968805114144
20,Oman,2021,12800.7281671935,116.72429182574004,93.39993464256841
21,Oman,2022,12951.857559544738,116.7342979368402,93.39989873573758
22,Oman,2023,13102.986951895975,116.74430404794039,93.39986282890673
23,Oman,2024,13254.116344247212,116.75431015904056,93.3998269220759
24,Oman,2025,13405.24573659845,116.76431627014074,93.39979101524506
20,North Macedonia,2021,6068.611982397542,38.69210335571225,99.40001004022066
21,North Macedonia,2022,6214.003651034039,38.681883381484546,99.4000200302352
22,North Macedonia,2023,6359.395319670535,38.67166340725685,99.40003002024974
23,North Macedonia,2024,6504.786988307032,38.661443433029156,99.40004001026428
24,North Macedonia,2025,6650.178656943528,38.65122345880146,99.40005000027881
20,Bangladesh,2021,2161.3973706471625,5.756006706574375,86.91381102875155
21,Bangladesh,2022,2322.339828229443,5.78867016727345,86.92762205705235
22,Bangladesh,2023,2483.2822858117233,5.821333627972525,86.94143308535315
23,Bangladesh,2024,2644.2247433940033,5.8539970886715995,86.95524411365396
24,Bangladesh,2025,2805.1672009762833,5.886660549370673,86.96905514195475
20,Nigeria,2021,2089.2724662445435,9.66829958992698,68.50789425587148
21,Nigeria,2022,2091.6410795007505,9.668381753474693,68.51544174632122
22,Nigeria,2023,2094.0096927569575,9.668463917022404,68.52298923677094
23,Nigeria,2024,2096.3783060131645,9.668546080570117,68.53053672722068
24,Nigeria,2025,2098.7469192693716,9.66862824411783,68.5380842176704
20,Niger,2021,590.8692382541749,12.157987893759802,58.20016799118771
21,Niger,2022,612.5034912541748,13.160726467428013,58.20031785082526
22,Niger,2023,634.1377442541748,14.163465041096224,58.200467710462796
23,Niger,2024,655.7719972541748,15.166203614764434,58.200617570100334
24,Niger,2025,677.4062502541749,16.168942188432645,58.20076742973788
20,Nicaragua,2021,1862.9616124377028,2.2072649697465847,86.99972569770947
21,Nicaragua,2022,1820.6680284945498,2.1986660887885656,86.999548976867
22,Nicaragua,2023,1778.374444551397,2.1900672078305465,86.99937225602456
23,Nicaragua,2024,1736.080860608244,2.181468326872527,86.9991955351821
24,Nicaragua,2025,1693.787276665091,2.172869445914508,86.99901881433965
20,New Zealand,2021,46177.33296064857,8.048084527120142,100.0
21,New Zealand,2022,48105.761899020756,8.04808427029589,100.0
22,New Zealand,2023,50034.19083739295,8.048084013471637,100.0
23,New Zealand,2024,51962.61977576514,8.048083756647385,100.0
24,New Zealand,2025,53891.04871413733,8.04808349982313,100.0
20,Netherlands (Kingdom of the),2021,54595.91430296081,16.83081885172939,100.0
21,Netherlands (Kingdom of the),2022,55851.88673403634,16.858077107896307,100.0
22,Netherlands (Kingdom of the),2023,57107.859165111884,16.885335364063224,100.0
23,Netherlands (Kingdom of the),2024,58363.83159618742,16.91259362023014,100.0
24,Netherlands (Kingdom of the),2025,59619.80402726296,16.939851876397057,100.0
20,Barbados,2021,15621.61490419466,87.5,99.69931936312098
21,Barbados,2022,15778.174643183833,87.5,99.69966420099523
22,Barbados,2023,15934.734382173005,87.5,99.70000903886947
23,Barbados,2024,16091.294121162178,87.5,99.7003538767437
24,Barbados,2025,16247.85386015135,87.5,99.70069871461796
20,United Arab Emirates,2021,36928.12244807123,1568.9796036342234,99.5999899627911
21,United Arab Emirates,2022,37218.47153157791,1550.4841880850438,99.59997997577328
22,United Arab Emirates,2023,37508.82061508458,1531.9887725358644,99.59996998875545
23,United Arab Emirates,2024,37799.16969859126,1513.4933569866848,99.59996000173761
24,United Arab Emirates,2025,38089.51878209793,1494.9979414375055,99.59995001471978
20,Nepal,2021,1176.8835194987746,8.311832585863714,91.60874387837322
21,Nepal,2022,1218.4790801120014,8.311832510273382,91.61719124027356
22,Nepal,2023,1260.0746407252282,8.31183243468305,91.62563860217391
23,Nepal,2024,1301.670201338455,8.311832359092717,91.63408596407426
24,Nepal,2025,1343.2657619516817,8.311832283502387,91.64253332597461
20,Namibia,2021,3974.1538098905658,0.8615524918472452,91.00226977871532
21,Namibia,2022,3729.2185536691172,0.8615524684911976,91.00371567162841
22,Namibia,2023,3484.2832974476682,0.8615524451351501,91.00516156454151
23,Namibia,2024,3239.3480412262197,0.8615524217791024,91.00660745745459
24,Namibia,2025,2994.4127850047707,0.8615523984230548,91.00805335036769
20,Myanmar,2021,1259.5555847106696,5.8015013966,80.5997438641507
21,Myanmar,2022,1222.114140246283,5.8015013966,80.59952148185698
22,Myanmar,2023,1184.672695781896,5.8015013966,80.59929909956325
23,Myanmar,2024,1147.2312513175093,5.8015013966,80.59907671726954
24,Myanmar,2025,1109.7898068531224,5.8015013966,80.59885433497581
20,Belarus,2021,6626.854656094913,4.301827855862972,99.70598872508447
21,Belarus,2022,6873.241585155238,4.215473208562972,99.71150252149374
22,Belarus,2023,7119.628514215562,4.129118561262971,99.717016317903
23,Belarus,2024,7366.015443275886,4.042763913962971,99.72253011431226
24,Belarus,2025,7612.402372336212,3.9564092666629707,99.72804391072154
20,Norway,2021,65421.91860697072,2.0370627598072506,100.0
21,Norway,2022,63931.96498848721,2.0276616414555972,100.0
22,Norway,2023,62442.0113700037,2.0182605231039443,100.0
23,Norway,2024,60952.05775152019,2.0088594047522914,100.0
24,Norway,2025,59462.10413303667,1.9994582864006383,100.0
20,Puerto Rico,2021,36937.289424310686,19.535320386805534,93.6
21,Puerto Rico,2022,37777.27689551656,19.535030146231193,93.6
22,Puerto Rico,2023,38617.26436672243,19.534739905656856,93.6
23,Puerto Rico,2024,39457.25183792831,19.53444966508252,93.6
24,Puerto Rico,2025,40297.23930913418,19.53415942450818,93.6
20,United States of America,2021,64246.42455524363,28.16198426961903,99.19629122356784
21,United States of America,2022,65360.34088615036,28.161984269638058,99.19366769691267
22,United States of America,2023,66474.2572170571,28.161984269657083,99.19104417025748
23,United States of America,2024,67588.17354796383,28.16198426967611,99.18842064360231
24,United States of America,2025,68702.08987887057,28.161984269695136,99.18579711694713
20,Zambia,2021,986.099410032905,2.83549770755849,65.40314070813413
21,Zambia,2022,985.4641408422261,2.835497667902236,65.40574984076508
22,Zambia,2023,984.8288716515474,2.835497628245981,65.40835897339602
23,Zambia,2024,984.1936024608686,2.835497588589727,65.41096810602697
24,Zambia,2025,983.5583332701898,2.8354975489334726,65.41357723865792
20,Cameroon,2021,1544.9981756355328,1.5604303410778522,75.60072323736902
21,Cameroon,2022,1574.311429068553,1.5604305720705978,75.60138064495933
22,Cameroon,2023,1603.6246825015735,1.5604308030633431,75.60203805254966
23,Cameroon,2024,1632.937935934594,1.5604310340560885,75.60269546013998
24,Cameroon,2025,1662.2511893676142,1.5604312650488341,75.6033528677303
20,Ethiopia,2021,883.9203421437635,32.16231651527928,57.308367614913884
21,Ethiopia,2022,927.4787537032248,32.09695231895691,57.3161319085798
22,Ethiopia,2023,971.037165262686,32.03158812263454,57.32389620224572
23,Ethiopia,2024,1014.5955768221473,31.966223926312168,57.331660495911635
24,Ethiopia,2025,1058.1539883816085,31.900859729989797,57.33942478957755
20,Eswatini,2021,2740.209522076451,77.55991517302492,74.10051934144336
21,Eswatini,2022,2172.634587055377,77.55991749204975,74.10101158994486
22,Eswatini,2023,1605.0596520343024,77.55991981107458,74.10150383844638
23,Eswatini,2024,1037.484717013228,77.55992213009941,74.10199608694789
24,Eswatini,2025,469.9097819921535,77.55992444912424,74.10248833544941
20,Estonia,2021,23945.75181364409,9.316737966586132,99.59583759950853
21,Estonia,2022,24780.22765388992,9.402390409332975,99.59311603089184
22,Estonia,2023,25614.703494135752,9.48804285207982,99.59039446227513
23,Estonia,2024,26449.179334381588,9.573695294826663,99.58767289365842
24,Estonia,2025,27283.65517462742,9.659347737573507,99.58495132504171
20,Eritrea,2021,589.0457136662822,11.175126924924195,57.79904405474118
21,Eritrea,2022,593.1208751007201,11.175138642448042,57.79858074466786
22,Eritrea,2023,597.196036535158,11.175150359971887,57.79811743459454
23,Eritrea,2024,601.2711979695958,11.175162077495735,57.79765412452122
24,Eritrea,2025,605.3463594040338,11.175173795019582,57.7971908144479
20,Venezuela (Bolivarian Republic of),2021,2102.471211878884,7.540366368944685,93.09766530278984
21,Venezuela (Bolivarian Republic of),2022,469.5410584905326,7.540366137725899,93.09744545733868
22,Venezuela (Bolivarian Republic of),2023,-1163.3890948978187,7.5403659065071125,93.09722561188752
23,Venezuela (Bolivarian Republic of),2024,-2796.3192482861705,7.540365675288326,93.09700576643637
24,Venezuela (Bolivarian Republic of),2025,-4429.249401674522,7.54036544406954,93.09678592098521
20,Canada,2021,44024.878344495344,3.7181038369840564,99.8
21,Canada,2022,44490.046545495345,3.7026340388040846,99.8
22,Canada,2023,44955.214746495345,3.6871642406241123,99.8
23,Canada,2024,45420.382947495345,3.6716944424441404,99.8
24,Canada,2025,45885.551148495346,3.656224644264168,99.8
20,El Salvador,2021,3864.2820657146303,2.429468092115167,93.80820066674606
21,El Salvador,2022,3927.715672305402,2.431539144906242,93.81586271329847
22,El Salvador,2023,3991.149278896174,2.4336101976973175,93.8235247598509
23,El Salvador,2024,4054.582885486946,2.435681250488393,93.83118680640331
24,El Salvador,2025,4118.016492077718,2.4377523032794683,93.83884885295573
20,Egypt,2021,3733.399081200441,144.2677021087909,99.39164828293494
21,Egypt,2022,3859.79350661061,147.3223469175909,99.38658116112084
22,Egypt,2023,3986.1879320207795,150.37699172639088,99.38151403930674
23,Egypt,2024,4112.582357430949,153.43163653519088,99.37644691749264
24,Egypt,2025,4238.976782841119,156.48628134399087,99.37137979567854
20,Ecuador,2021,5346.282814041332,6.782353432603827,86.90136528546597
21,Ecuador,2022,5090.0867052968515,6.782353924007638,86.90270723053392
22,Ecuador,2023,4833.89059655237,6.782354415411448,86.90404917560187
23,Ecuador,2024,4577.694487807888,6.782354906815259,86.90539112066982
24,Ecuador,2025,4321.498379063407,6.782355398219069,86.90673306573777
20,Central African Republic,2021,491.8721091776514,0.3356481870495853,68.49933871978557
21,Central African Republic,2022,502.74166396168044,0.3356482255680988,68.49899197458923
22,Central African Republic,2023,513.6112187457095,0.33564826408661236,68.49864522939288
23,Central African Republic,2024,524.4807735297385,0.33564830260512585,68.49829848419652
24,Central African Republic,2025,535.3503283137675,0.33564834112363934,68.49795173900017
20,Dominican Republic,2021,7417.267579697438,39.55331412100008,84.70393005472387
21,Dominican Republic,2022,7559.9604379444845,39.553314121000156,84.70571229618449
22,Dominican Republic,2023,7702.65329619153,39.553314121000234,84.70749453764512
23,Dominican Republic,2024,7845.346154438576,39.55331412100031,84.70927677910574
24,Dominican Republic,2025,7988.039012685622,39.5533141210004,84.71105902056635
20,Denmark,2021,63173.15732324115,27.228941142522444,100.0
21,Denmark,2022,64867.343570830104,27.49525600398281,100.0
22,Denmark,2023,66561.52981841906,27.761570865443172,100.0
23,Denmark,2024,68255.71606600801,28.027885726903538,100.0
24,Denmark,2025,69949.90231359698,28.294200588363903,100.0
20,Fiji,2021,5243.167442968413,0.2973730447678669,95.699683640177
21,Fiji,2022,5466.1657911097855,0.2973730595700779,95.69947812743652
